,X,O,pred,diff
9704,oxygen,O,O,0
9705,.,O,O,0
9706,I,O,O,0
9707,'m,O,O,0
9708,laughing,O,O,0
9709,so,O,O,0
9710,hard,O,O,0
9711,on,O,O,0
9712,forgot,O,O,0
9713,to,O,O,0
9714,breath,O,O,0
9715,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,O,O,0
9716,RT,O,O,0
9717,@USER749,O,O,0
9718,:,O,O,0
9719,This,O,O,0
9720,is,O,O,0
9721,the,O,O,0
9722,#,O,O,0
9723,1,O,O,0
9724,tip,O,O,0
9725,sheet,O,O,0
9726,for,O,O,0
9727,dealing,O,O,0
9728,with,O,O,0
9729,stress,O,O,0
9730,:,O,O,0
9731,URL1204,O,O,0
9732,URL806,O,O,0
9733,Yes,O,O,0
9734,RT,O,O,0
9735,@USER2261,O,O,0
9736,:,O,O,0
9737,Honest,O,O,0
9738,opinion,O,O,0
9739,do,O,O,0
9740,I,O,O,0
9741,come,O,O,0
9742,off,O,O,0
9743,as,O,O,0
9744,a,O,O,0
9745,nigga,O,O,0
9746,with,O,O,0
9747,multiple,O,O,0
9748,women,O,O,0
9749,?,O,O,0
9750,@USER730,O,O,0
9751,@USER1279,O,O,0
9752,@USER2031,O,O,0
9753,want,O,O,0
9754,to,O,O,0
9755,dota,O,O,0
9756,?,O,O,0
9757,RT,O,O,0
9758,@USER630,O,O,0
9759,:,O,O,0
9760,The,O,O,0
9761,first,O,O,0
9762,picture,O,O,0
9763,is,O,O,0
9765,at,O,O,0
9766,2:30,O,O,0
9767,on,O,O,0
9768,April,O,O,0
9769,2,O,O,0
9770,",",O,O,0
9771,2016,O,O,0
9772,The,O,O,0
9773,second,O,O,0
9774,picture,O,O,0
9775,is,O,O,0
9777,at,O,O,0
9778,2:40,O,O,0
9779,April,O,O,0
9780,2,O,O,0
9781,",",O,O,0
9782,2016,O,O,0
9783,🌞🌚,O,O,0
9784,URL223,O,O,0
9785,…,O,O,0
9786,RT,O,O,0
9787,@USER284,O,O,0
9788,:,O,O,0
9789,I,O,O,0
9790,imagine,O,O,0
9792,are,O,O,0
9793,gon,O,O,0
9794,na,O,O,0
9795,be,O,O,0
9796,insufferable,O,O,0
9797,about,O,O,0
9798,it,O,O,0
9799,.,O,O,0
9800,RT,O,O,0
9801,@USER1625,O,O,0
9802,:,O,O,0
9803,13,O,O,0
9804,.,O,O,0
9805,"""",O,O,0
9806,why,O,O,0
9807,do,O,O,0
9808,n't,O,O,0
9809,i,O,O,0
9810,have,O,O,0
9811,a,O,O,0
9812,penis,O,O,0
9813,"""",O,O,0
9814,I,O,O,0
9815,CANTRS,O,O,0
9816,BREATHE,O,O,0
9817,URL570,O,O,0
9818,Lmao,O,O,0
9819,these,O,O,0
9820,dudes,O,O,0
9821,are,O,O,0
9822,at,O,O,0
9824,URL1280,O,O,0
9825,6,O,O,0
9826,reasons,O,O,0
9827,you,O,O,0
9828,need,O,O,0
9829,to,O,O,0
9830,buy,O,O,0
9831,auto,O,O,0
9832,insurance,O,O,0
9833,URL671,O,O,0
9834,RT,O,O,0
9835,@USER1384,O,O,0
9836,:,O,O,0
9838,emojis,O,O,0
9839,way,O,O,0
9840,more,O,O,0
9841,lit,O,O,0
9842,than,O,O,0
9843,the,O,O,0
9844,regular,O,O,0
9846,emojis,O,O,0
9847,😞,O,O,0
9848,RT,O,O,0
9849,@USER1839,O,O,0
9850,:,O,O,0
9851,I,O,O,0
9852,need,O,O,0
9853,to,O,O,0
9854,fall,O,O,0
9855,In,O,O,0
9856,Love,O,O,0
9857,with,O,O,0
9858,a,O,O,0
9859,New,O,O,0
9860,Rap,O,O,0
9861,song,O,O,0
9862,.,O,O,0
9863,It,O,O,0
9864,s,O,O,0
9865,been,O,O,0
9866,long,O,O,0
9868,&,O,O,0
9870,Leaders,O,O,0
9871,Who,O,O,0
9872,Are,O,O,0
9873,Mostly,O,O,0
9875,&,O,O,0
9876,Read,O,O,0
9877,The,O,O,0
9879,MUST,O,O,0
9880,Become,O,O,0
9881,Role,O,O,0
9882,Models,O,O,0
9883,For,O,O,0
9884,Promoting,O,O,0
9885,The,O,O,0
9886,Unity,O,O,0
9887,of,O,O,0
9888,The,O,O,0
9889,Human,O,O,0
9890,Family,O,O,0
9891,.,O,O,0
9892,Wan,O,O,0
9893,na,O,O,0
9894,have,O,O,0
9895,a,O,O,0
9896,deep,O,O,0
9897,conversation,O,O,0
9898,@USER316,O,O,0
9899,@USER1030,O,O,0
9900,the,O,O,0
9902,that,O,O,0
9903,existed,O,O,0
9904,then,O,O,0
9905,does,O,O,0
9906,n't,O,O,0
9907,exist,O,O,0
9908,now,O,O,0
9909,.,O,O,0
9910,Next,O,O,0
9911,!,O,O,0
9912,RT,O,O,0
9913,@USER1616,O,O,0
9914,:,O,O,0
9915,electric,O,O,0
9916,forest,O,O,0
9917,🌲,O,O,0
9918,@USER1505,O,O,0
9919,loved,O,O,0
9920,it,O,O,0
9921,...,O,O,0
9922,thank,O,O,0
9923,you,O,O,0
9924,so,O,O,0
9925,much,O,O,0
9926,Found,O,O,0
9927,a,O,O,0
9928,Transponder,O,O,0
9929,Snail,O,O,0
9930,!,O,O,0
9932,",",O,O,0
9933,sea,O,O,0
9934,monsters,O,O,0
9935,and,O,O,0
9936,other,O,O,0
9937,amazing,O,O,0
9938,encounters,O,O,0
9939,!,O,O,0
9940,URL1483,O,O,0
9941,#TreCru,O,O,0
9942,URL259,O,O,0
9943,Another,O,O,0
9944,day,O,O,0
9945,to,O,O,0
9946,be,O,O,0
9947,productive,O,O,0
9948,💪🏾,O,O,0
9949,#LetsGetIt,O,O,0
9950,👊🏾,O,O,0
9951,@USER2014,O,O,0
9952,of,O,O,0
9953,@USER1220,O,O,0
9954,a,O,O,0
9955,HAPPY,O,O,0
9956,28th,O,O,0
9957,BIRTHDAY,O,O,0
9958,!,O,O,0
9959,#NBABDAY,O,O,0
9960,URL909,O,O,0
9961,@USER1712,O,O,0
9962,@USER1362,O,O,0
9963,I,O,O,0
9964,'m,O,O,0
9965,already,O,O,0
9966,dead,O,O,0
9967,When,O,O,0
9968,you,O,O,0
9969,'re,O,O,0
9970,happy,O,O,0
9971,",",O,O,0
9972,you,O,O,0
9973,enjoy,O,O,0
9974,the,O,O,0
9975,music,O,O,0
9976,and,O,O,0
9977,when,O,O,0
9978,you,O,O,0
9979,'re,O,O,0
9980,sad,O,O,0
9981,",",O,O,0
9982,you,O,O,0
9983,understand,O,O,0
9984,the,O,O,0
9985,lyrics,O,O,0
9986,.,O,O,0
9987,#markisanation,O,O,0
9988,RT,O,O,0
9989,@USER1627,O,O,0
9990,:,O,O,0
9991,I,O,O,0
9992,'m,O,O,0
9993,tryna,O,O,0
9994,get,O,O,0
9995,in,O,O,0
9996,a,O,O,0
9997,healthy,O,O,0
9998,relationship,O,O,0
9999,",",O,O,0
10000,shit,O,O,0
10001,😂😂,O,O,0
10002,URL231,O,O,0
10003,Hello,O,O,0
10004,@USER174,O,O,0
10005,",",O,O,0
10006,thank,O,O,0
10007,you,O,O,0
10008,for,O,O,0
10009,partnering,O,O,0
10010,with,O,O,0
10011,us,O,O,0
10012,.,O,O,0
10013,We,O,O,0
10014,are,O,O,0
10015,always,O,O,0
10016,delighted,O,O,0
10017,to,O,O,0
10018,serve,O,O,0
10019,you,O,O,0
10020,.,O,O,0
10021,Do,O,O,0
10022,have,O,O,0
10023,a,O,O,0
10024,great,O,O,0
10025,day,O,O,0
10026,.,O,O,0
10027,Cant,O,O,0
10028,wait,O,O,0
10029,.,O,O,0
10030,🙈💃,O,O,0
10032,your,O,O,0
10033,gang,O,O,0
10034,is,O,O,0
10035,winning,O,O,0
10036,right,O,O,0
10037,?,O,O,0
10038,😥,O,O,0
10040,?,O,O,0
10041,😋,O,O,0
10042,URL631,O,O,0
10043,#CinObservatory,O,O,0
10044,#OHWX,O,O,0
10045,:,O,O,0
10046,Temp,O,O,0
10047,:,O,O,0
10048,-0.28,O,O,0
10049,°C,O,O,0
10050,",",O,O,0
10051,Hum,O,O,0
10052,:,O,O,0
10053,68,O,O,0
10054,%,O,O,0
10055,",",O,O,0
10056,Bar,O,O,0
10057,:,O,O,0
10058,mb,O,O,0
10059,",",O,O,0
10060,UV,O,O,0
10061,:,O,O,0
10062,1/1600,O,O,0
10063,",",O,O,0
10064,As,O,O,0
10065,of,O,O,0
10066,:,O,O,0
10067,April,O,O,0
10068,10,O,O,0
10069,",",O,O,0
10070,2016,O,O,0
10071,at,O,O,0
10072,12:04,O,O,0
10073,AM,O,O,0
10074,@USER1605,O,O,0
10075,Bracelet,O,O,0
10076,in,O,O,0
10077,right,O,O,0
10078,hand,O,O,0
10079,is,O,O,0
10080,missing,O,O,0
10081,Piercing,O,O,0
10082,on,O,O,0
10083,chin,O,O,0
10084,is,O,O,0
10085,missing,O,O,0
10086,#SpotTheMissing,O,O,0
10087,.,O,O,0
10088,Fuck,O,O,0
10089,today,O,O,0
10090,.,O,O,0
10091,Fuck,O,O,0
10093,.,O,O,0
10094,Fuck,O,O,0
10095,all,O,O,0
10096,of,O,O,0
10097,it,O,O,0
10098,!,O,O,0
10099,RT,O,O,0
10100,@USER522,O,O,0
10101,:,O,O,0
10102,“,O,O,0
10103,It,O,O,0
10104,’s,O,O,0
10105,a,O,O,0
10106,red,O,O,0
10107,flag,O,O,0
10108,”,O,O,0
10109,—,O,O,0
10112,are,O,O,0
10113,losing,O,O,0
10114,weight,O,O,0
10115,as,O,O,0
10116,#Arctic,O,O,0
10117,sea,O,O,0
10118,ice,O,O,0
10119,melts,O,O,0
10120,.,O,O,0
10121,URL526,O,O,0
10122,#SaveTheArctic,O,O,0
10123,URL221,O,O,0
10124,…,O,O,0
10125,@USER1003,O,O,0
10126,ok,O,O,0
10127,lol,O,O,0
10128,also,O,O,0
10129,I,O,O,0
10130,have,O,O,0
10131,never,O,O,0
10132,been,O,O,0
10133,awake,O,O,0
10134,at,O,O,0
10135,5,O,O,0
10136,in,O,O,0
10137,years,O,O,0
10138,lol,O,O,0
10139,earliest,O,O,0
10140,I,O,O,0
10141,get,O,O,0
10142,up,O,O,0
10143,at,O,O,0
10144,is,O,O,0
10145,8,O,O,0
10146,in,O,O,0
10147,the,O,O,0
10148,morning,O,O,0
10149,lol,O,O,0
10150,[,O,O,0
10151,OnlyPiolou,O,O,0
10152,],O,O,0
10153,is,O,O,0
10154,available,O,O,0
10155,since,O,O,0
10156,2,O,O,0
10157,minute,O,O,0
10158,(,O,O,0
10159,s,O,O,0
10160,),O,O,0
10161,!,O,O,0
10162,(,O,O,0
10163,2016-03-19,O,O,0
10164,11:38:49,O,O,0
10165,),O,O,0
10166,(,O,O,0
10167,UTC+01:00,O,O,0
10168,),O,O,0
10169,-,O,O,0
10170,#minecraft,O,O,0
10171,RT,O,O,0
10172,@USER1337,O,O,0
10173,:,O,O,0
10174,Classic,O,O,0
10175,😁,O,O,0
10176,URL1443,O,O,0
10177,RT,O,O,0
10178,@USER648,O,O,0
10179,:,O,O,0
10180,@USER2067,O,O,0
10181,@USER790,O,O,0
10182,@USER661,O,O,0
10183,@USER1148,O,O,0
10184,@USER1751,O,O,0
10185,means,O,O,0
10186,ya,O,O,0
10187,get,O,O,0
10188,to,O,O,0
10189,start,O,O,0
10190,drinking,O,O,0
10191,whenever,O,O,0
10192,ya,O,O,0
10193,want,O,O,0
10194,Votes,O,O,0
10195,from,O,O,0
10196,thepeoplepick,O,O,0
10197,what,O,O,0
10198,person,O,O,0
10199,isthe,O,O,0
10200,next,O,O,0
10201,sittingpresident,O,O,0
10202,.,O,O,0
10203,"""",O,O,0
10204,WHO,O,O,0
10205,PICKS,O,O,0
10206,"""",O,O,0
10207,THEPEOPLE,O,O,0
10208,THAT,O,O,0
10209,WILLBETHE,O,O,0
10210,PERSONS,O,O,0
10211,WE,O,O,0
10212,VOTE,O,O,0
10213,FOR2BE,O,O,0
10214,NEXT,O,O,0
10215,PRESIDENT,O,O,0
10216,.,O,O,0
10217,?,O,O,0
10218,SOON,O,O,0
10219,:,O,O,0
10220,We,O,O,0
10221,reveal,O,O,0
10222,the,O,O,0
10223,secret,O,O,0
10224,signals,O,O,0
10225,your,O,O,0
10226,body,O,O,0
10227,'s,O,O,0
10228,giving,O,O,0
10229,off,O,O,0
10230,without,O,O,0
10231,you,O,O,0
10232,even,O,O,0
10233,knowing,O,O,0
10234,...,O,O,0
10235,#TMS7,O,O,0
10236,Just,O,O,0
10237,posted,O,O,0
10238,a,O,O,0
10239,photo,O,O,0
10240,@,O,O,0
10245,URL237,O,O,0
10246,Why,O,O,0
10247,the,O,O,0
10248,Stakes,O,O,0
10249,Are,O,O,0
10250,So,O,O,0
10251,High,O,O,0
10252,in,O,O,0
10253,Today,O,O,0
10254,’s,O,O,0
10257,URL1634,O,O,0
10258,RT,O,O,0
10259,@USER838,O,O,0
10260,:,O,O,0
10261,I,O,O,0
10262,want,O,O,0
10263,to,O,O,0
10264,be,O,O,0
10265,with,O,O,0
10266,you,O,O,0
10267,.,O,O,0
10268,Everyday,O,O,0
10269,.,O,O,0
10270,RT,O,O,0
10271,@USER129,O,O,0
10272,:,O,O,0
10273,I,O,O,0
10274,",",O,O,0
10275,a,O,O,0
10276,large,O,O,0
10277,wrinkle,O,O,0
10278,",",O,O,0
10279,have,O,O,0
10280,made,O,O,0
10281,these,O,O,0
10282,smaller,O,O,0
10283,wrinkles,O,O,0
10284,.,O,O,0
10285,URL1067,O,O,0
10286,You,O,O,0
10287,prefer,O,O,0
10288,to,O,O,0
10289,keep,O,O,0
10290,the,O,O,0
10291,peace,O,O,0
10292,but,O,O,0
10293,you,O,O,0
10294,might,O,O,0
10295,feel,O,O,0
10296,called,O,O,0
10297,to,O,O,0
10298,spea,O,O,0
10299,...,O,O,0
10300,More,O,O,0
10301,for,O,O,0
10303,URL1015,O,O,0
10304,HAHAHAHAH,O,O,0
10305,OMG,O,O,0
10307,IF,O,O,0
10308,YOU,O,O,0
10309,WANT,O,O,0
10310,TO,O,O,0
10311,DRAG,O,O,0
10312,SOMEONE,O,O,0
10313,PLEASE,O,O,0
10314,DONT,O,O,0
10315,END,O,O,0
10316,UP,O,O,0
10317,BEING,O,O,0
10318,EMBARRASSING,O,O,0
10319,RT,O,O,0
10320,@USER28,O,O,0
10321,:,O,O,0
10322,On,O,O,0
10323,October,O,O,0
10324,7,O,O,0
10325,•,O,O,0
10328,will,O,O,0
10329,perform,O,O,0
10330,at,O,O,0
10331,the,O,O,0
10335,:,O,O,0
10336,"21,000",O,O,0
10337,People,O,O,0
10338,#727Tour,O,O,0
10339,URL736,O,O,0
10340,Till,O,O,0
10341,I,O,O,0
10342,loved,O,O,0
10343,",",O,O,0
10344,I,O,O,0
10345,never,O,O,0
10346,lived,O,O,0
10347,--,O,O,0
10348,enough,O,O,0
10349,.,O,O,0
10350,-,O,O,0
10353,@USER879,O,O,0
10354,last,O,O,0
10355,time,O,O,0
10356,I,O,O,0
10357,checked,O,O,0
10358,.,O,O,0
10359,July,O,O,0
10360,22nd,O,O,0
10361,is,O,O,0
10362,in,O,O,0
10363,fact,O,O,0
10364,in,O,O,0
10365,summer,O,O,0
10366,???,O,O,0
10367,RT,O,O,0
10368,@USER1552,O,O,0
10369,:,O,O,0
10370,This,O,O,0
10371,Man,O,O,0
10372,'s,O,O,0
10374,Were,O,O,0
10375,Popped,O,O,0
10376,Out,O,O,0
10377,",",O,O,0
10378,See,O,O,0
10379,The,O,O,0
10380,Shocking,O,O,0
10381,Transformation,O,O,0
10382,After,O,O,0
10383,URL1248,O,O,0
10384,URL492,O,O,0
10385,…,O,O,0
10387,-,O,O,0
10388,@USER1654,O,O,0
10389,-,O,O,0
10390,babe,O,O,0
10391,-,O,O,0
10393,-spongeboobs,O,O,0
10394,-,O,O,0
10395,pretty,O,O,0
10396,af,O,O,0
10397,-,O,O,0
10398,ia,O,O,0
10399,bc,O,O,0
10400,school,O,O,0
10401,ily,O,O,0
10402,😽,O,O,0
10403,RT,O,O,0
10404,@USER1621,O,O,0
10405,:,O,O,0
10406,As,O,O,0
10408,destroys,O,O,0
10409,much,O,O,0
10410,of,O,O,0
10411,health,O,O,0
10412,system,O,O,0
10413,",",O,O,0
10415,die,O,O,0
10416,as,O,O,0
10417,often,O,O,0
10418,of,O,O,0
10419,chronic,O,O,0
10420,disease,O,O,0
10421,as,O,O,0
10422,bullets,O,O,0
10423,.,O,O,0
10424,URL1082,O,O,0
10425,htt,O,O,0
10426,…,O,O,0
10427,@USER198,O,O,0
10428,thanks,O,O,0
10429,for,O,O,0
10430,getting,O,O,0
10431,back,O,O,0
10432,to,O,O,0
10433,me,O,O,0
10434,so,O,O,0
10435,quickly,O,O,0
10436,.,O,O,0
10437,Morning,O,O,0
10438,lovelies,O,O,0
10439,✨,O,O,0
10440,hope,O,O,0
10441,you,O,O,0
10442,have,O,O,0
10443,a,O,O,0
10444,wonderful,O,O,0
10445,day,O,O,0
10446,💐,O,O,0
10447,xxx,O,O,0
10448,URL1462,O,O,0
10449,RT,O,O,0
10450,@USER1996,O,O,0
10451,:,O,O,0
10452,Team,O,O,0
10453,B,O,O,0
10454,-,O,O,0
10456,140413,O,O,0
10457,",",O,O,0
10463,in,O,O,0
10466,singing,O,O,0
10467,with,O,O,0
10468,a,O,O,0
10469,pistachio,O,O,0
10470,stuck,O,O,0
10471,in,O,O,0
10472,his,O,O,0
10473,throat,O,O,0
10474,!,O,O,0
10475,😱😉,O,O,0
10476,URL218,O,O,0
10477,…,O,O,0
10478,RT,O,O,0
10479,@USER2560,O,O,0
10480,:,O,O,0
10481,#EURO2016,O,O,0
10482,Group,O,O,0
10483,F,O,O,0
10484,FT,O,O,0
10485,#POR,O,O,0
10486,0-0,O,O,0
10487,#AUT,O,O,0
10488,URL792,O,O,0
10489,RT,O,O,0
10490,@USER1752,O,O,0
10491,:,O,O,0
10492,hair,O,O,0
10493,color,O,O,0
10494,by,O,O,0
10495,your,O,O,0
10496,'s,O,O,0
10497,truly,O,O,0
10498,URL364,O,O,0
10499,@USER111,O,O,0
10500,#Prophecy,O,O,0
10501,of,O,O,0
10502,#StrictlyBidness,O,O,0
10503,on,O,O,0
10504,#ReverbNation,O,O,0
10505,#HitPlay,O,O,0
10506,URL1132,O,O,0
10508,'s,O,O,0
10510,pours,O,O,0
10511,cold,O,O,0
10512,water,O,O,0
10513,on,O,O,0
10514,hopes,O,O,0
10515,of,O,O,0
10516,progress,O,O,0
10517,on,O,O,0
10519,deal,O,O,0
10520,URL571,O,O,0
10521,via,O,O,0
10522,@USER1123,O,O,0
10523,RT,O,O,0
10524,@USER2000,O,O,0
10525,:,O,O,0
10526,Mother,O,O,0
10527,-,O,O,0
10528,daughter,O,O,0
10529,relationship,O,O,0
10530,like,O,O,0
10533,&,O,O,0
10534,her,O,O,0
10535,daughter,O,O,0
10536,please,O,O,0
10537,!,O,O,0
10538,😍😍😍,O,O,0
10539,URL1053,O,O,0
10540,RT,O,O,0
10541,@USER2320,O,O,0
10542,:,O,O,0
10543,*,O,O,0
10544,opens,O,O,0
10546,*,O,O,0
10547,"""",O,O,0
10548,so,O,O,0
10549,today,O,O,0
10550,I,O,O,0
10551,was,O,O,0
10552,....,O,O,0
10553,"""",O,O,0
10554,"""",O,O,0
10555,I,O,O,0
10556,just,O,O,0
10557,hate,O,O,0
10558,when,O,O,0
10559,..,O,O,0
10560,"""",O,O,0
10561,"""",O,O,0
10562,lem,O,O,0
10563,me,O,O,0
10564,tell,O,O,0
10565,y'all,O,O,0
10566,what,O,O,0
10567,just,O,O,0
10568,happe,O,O,0
10569,....,O,O,0
10570,"""",O,O,0
10571,"""",O,O,0
10572,my,O,O,0
10573,boyfriend,O,O,0
10574,..,O,O,0
10575,"""",O,O,0
10576,URL218,O,O,0
10577,…,O,O,0
10578,#PromoProduct,O,O,0
10579,Need,O,O,0
10580,Something,O,O,0
10581,For,O,O,0
10582,the,O,O,0
10583,Office,O,O,0
10584,?,O,O,0
10585,Choose,O,O,0
10587,Merchandise,O,O,0
10588,As,O,O,0
10589,Corporate,O,O,0
10590,Gifts,O,O,0
10591,URL1126,O,O,0
10592,LIMITED,O,O,0
10593,EDITION,O,O,0
10594,half,O,O,0
10595,nudes,O,O,0
10596,@USER858,O,O,0
10597,block,O,O,0
10598,2C,O,O,0
10600,:,O,O,0
10601,Pharmacist,O,O,0
10602,-,O,O,0
10604,#Pharmacy,O,O,0
10605,URL1162,O,O,0
10606,Whatever,O,O,0
10607,song,O,O,0
10608,@USER1393,O,O,0
10609,just,O,O,0
10610,made,O,O,0
10611,me,O,O,0
10612,listen,O,O,0
10613,to,O,O,0
10614,by,O,O,0
10617,completely,O,O,0
10618,snatched,O,O,0
10619,me,O,O,0
10620,I,O,O,0
10621,'m,O,O,0
10622,changed,O,O,0
10623,RT,O,O,0
10624,@USER22,O,O,0
10625,:,O,O,0
10626,RT,O,O,0
10627,&,O,O,0
10628,REPLY,O,O,0
10629,!,O,O,0
10630,#iHeartAwards,O,O,0
10631,#BestFanArmy,O,O,0
10632,#5SOSFam,O,O,0
10633,URL261,O,O,0
10634,Sooooo,O,O,0
10635,good,O,O,0
10636,to,O,O,0
10637,find,O,O,0
10638,the,O,O,0
10640,#culinary,O,O,0
10641,scene,O,O,0
10642,is,O,O,0
10643,still,O,O,0
10644,as,O,O,0
10645,#awesome,O,O,0
10646,as,O,O,0
10647,ever,O,O,0
10648,thank,O,O,0
10649,you,O,O,0
10650,@USER818,O,O,0
10651,#raresteak,O,O,0
10652,URL952,O,O,0
10653,Helping,O,O,0
10654,You,O,O,0
10655,Get,O,O,0
10656,A,O,O,0
10657,Better,O,O,0
10658,Understanding,O,O,0
10659,About,O,O,0
10660,Employment,O,O,0
10661,With,O,O,0
10662,Simple,O,O,0
10663,Tips,O,O,0
10664,URL1051,O,O,0
10665,#porn,O,O,0
10666,#porn,O,O,0
10667,Swipe,O,O,0
10668,Hookup,O,O,0
10669,-,O,O,0
10670,meet,O,O,0
10671,sexy,O,O,0
10672,ladies,O,O,0
10673,for,O,O,0
10674,SEX,O,O,0
10675,DATING,O,O,0
10676,-,O,O,0
10677,visit,O,O,0
10678,:,O,O,0
10679,URL553,O,O,0
10680,URL697,O,O,0
10681,Want,O,O,0
10682,to,O,O,0
10683,bang,O,O,0
10684,me,O,O,0
10685,?,O,O,0
10686,URL1254,O,O,0
10687,#ass,O,O,0
10688,#butt,O,O,0
10689,#orgies,O,O,0
10690,#sexygifs,O,O,0
10691,URL245,O,O,0
10692,best,O,O,0
10693,thing,O,O,0
10694,ever,O,O,0
10695,is,O,O,0
10696,definitely,O,O,0
10697,when,O,O,0
10698,people,O,O,0
10699,read,O,O,0
10700,your,O,O,0
10701,message,O,O,0
10702,and,O,O,0
10703,do,O,O,0
10704,n't,O,O,0
10705,reply,O,O,0
10706,👌💃,O,O,0
10707,(,O,O,0
10708,with,O,O,0
10709,family,O,O,0
10710,at,O,O,0
10714,),O,O,0
10715,—,O,O,0
10716,URL1300,O,O,0
10717,RT,O,O,0
10718,@USER990,O,O,0
10719,:,O,O,0
10720,@USER1815,O,O,0
10721,and,O,O,0
10722,yet,O,O,0
10723,u,O,O,0
10724,chose,O,O,0
10725,to,O,O,0
10726,make,O,O,0
10727,the,O,O,0
10728,unarmed,O,O,0
10729,victim,O,O,0
10730,look,O,O,0
10731,like,O,O,0
10732,a,O,O,0
10733,criminal,O,O,0
10734,in,O,O,0
10735,this,O,O,0
10736,case,O,O,0
10737,..,O,O,0
10738,🤔,O,O,0
10739,I,O,O,0
10740,stay,O,O,0
10741,getting,O,O,0
10742,mad,O,O,0
10743,at,O,O,0
10744,old,O,O,0
10745,shit,O,O,0
10746,I,O,O,0
10747,need,O,O,0
10748,to,O,O,0
10749,stop,O,O,0
10750,😭,O,O,0
10751,RT,O,O,0
10752,@USER2007,O,O,0
10753,:,O,O,0
10754,Your,O,O,0
10755,heart,O,O,0
10756,beats,O,O,0
10757,about,O,O,0
10758,"100,00",O,O,0
10759,times,O,O,0
10760,in,O,O,0
10761,one,O,O,0
10762,day,O,O,0
10763,and,O,O,0
10764,36.5,O,O,0
10765,million,O,O,0
10766,times,O,O,0
10767,in,O,O,0
10768,a,O,O,0
10769,year,O,O,0
10770,.,O,O,0
10771,RT,O,O,0
10772,@USER311,O,O,0
10773,:,O,O,0
10774,Lovable,O,O,0
10775,AND,O,O,0
10776,Quick,O,O,0
10777,Do,O,O,0
10778,it,O,O,0
10779,yourself,O,O,0
10782,Working,O,O,0
10783,day,O,O,0
10784,Presents,O,O,0
10785,|,O,O,0
10789,-,O,O,0
10790,URL1459,O,O,0
10791,well,O,O,0
10792,it,O,O,0
10793,s,O,O,0
10794,a,O,O,0
10795,dream,O,O,0
10796,job,O,O,0
10797,for,O,O,0
10798,many,O,O,0
10799,",",O,O,0
10800,some,O,O,0
10801,in,O,O,0
10802,the,O,O,0
10803,testing,O,O,0
10804,section,O,O,0
10805,haha,O,O,0
10806,URL694,O,O,0
10807,I,O,O,0
10808,hate,O,O,0
10809,not,O,O,0
10810,getting,O,O,0
10811,my,O,O,0
10812,way,O,O,0
10813,and,O,O,0
10814,I,O,O,0
10815,hate,O,O,0
10816,being,O,O,0
10817,told,O,O,0
10818,no,O,O,0
10819,but,O,O,0
10820,I,O,O,0
10821,m,O,O,0
10822,never,O,O,0
10823,told,O,O,0
10824,no,O,O,0
10825,and,O,O,0
10826,I,O,O,0
10827,always,O,O,0
10828,get,O,O,0
10829,my,O,O,0
10830,way,O,O,0
10831,so,O,O,0
10832,I,O,O,0
10833,have,O,O,0
10834,no,O,O,0
10835,complaints,O,O,0
10836,😂,O,O,0
10837,RT,O,O,0
10838,@USER1515,O,O,0
10839,:,O,O,0
10840,I,O,O,0
10841,needa,O,O,0
10842,stop,O,O,0
10843,sleeping,O,O,0
10844,thru,O,O,0
10845,like,O,O,0
10846,half,O,O,0
10847,the,O,O,0
10848,day,O,O,0
10849,BC,O,O,0
10850,I,O,O,0
10851,always,O,O,0
10852,end,O,O,0
10853,up,O,O,0
10854,being,O,O,0
10855,up,O,O,0
10856,all,O,O,0
10857,night,O,O,0
10858,🙃,O,O,0
10859,RT,O,O,0
10860,@USER2023,O,O,0
10861,:,O,O,0
10862,try,O,O,0
10863,this,O,O,0
10864,class,O,O,0
10865,out,O,O,0
10866,let,O,O,0
10867,me,O,O,0
10868,know,O,O,0
10869,what,O,O,0
10870,you,O,O,0
10871,think,O,O,0
10872,URL1547,O,O,0
10873,RT,O,O,0
10874,@USER1520,O,O,0
10875,:,O,O,0
10877,to,O,O,0
10879,-,O,O,0
10880,I,O,O,0
10881,think,O,O,0
10883,ca,O,O,0
10884,nt,O,O,0
10885,win,O,O,0
10886,but,O,O,0
10888,can,O,O,0
10889,.,O,O,0
10890,I,O,O,0
10891,think,O,O,0
10892,he,O,O,0
10893,says,O,O,0
10894,he,O,O,0
10895,does,O,O,0
10896,nt,O,O,0
10897,want,O,O,0
10898,to,O,O,0
10899,win,O,O,0
10900,but,O,O,0
10901,he,O,O,0
10902,does,O,O,0
10903,#BBCAN4,O,O,0
10904,RT,O,O,0
10905,@USER327,O,O,0
10906,:,O,O,0
10907,Type,O,O,0
10908,of,O,O,0
10909,girl,O,O,0
10910,I,O,O,0
10911,want,O,O,0
10912,🙌🏼,O,O,0
10913,URL365,O,O,0
10914,Pain,O,O,0
10915,is,O,O,0
10916,just,O,O,0
10917,a,O,O,0
10918,consequence,O,O,0
10919,of,O,O,0
10920,love,O,O,0
10921,@USER2500,O,O,0
10922,w,O,O,0
10923,me,O,O,0
10924,in,O,O,0
10925,background,O,O,0
10926,@USER1040,O,O,0
